   2.0000000e+00   2.3366086e-07   0.0000000e+00
   4.0000000e+00   2.9658815e-06   0.0000000e+00
   6.0000000e+00   6.1592222e-07   0.0000000e+00
   8.0000000e+00   1.7294439e-05   0.0000000e+00
   1.0000000e+01  -2.2036759e-06   0.0000000e+00
   1.2000000e+01   4.5849923e-08   0.0000000e+00
   1.4000000e+01   6.9512892e-08   0.0000000e+00
   1.6000000e+01  -2.5663802e-08   0.0000000e+00
   1.8000000e+01  -1.0512087e-08   0.0000000e+00
   2.0000000e+01   1.0970997e-07   0.0000000e+00
   2.2000000e+01  -9.0807989e-08   0.0000000e+00
   2.4000000e+01  -5.8667498e-08   0.0000000e+00
   2.6000000e+01  -2.9412335e-08   0.0000000e+00
   2.8000000e+01  -5.5106940e-08   0.0000000e+00
   3.0000000e+01  -5.5290449e-08   0.0000000e+00
   3.2000000e+01  -6.4962079e-08   0.0000000e+00
   3.4000000e+01  -9.9890563e-08   0.0000000e+00
   3.6000000e+01  -4.7944248e-07   0.0000000e+00
   3.8000000e+01   4.4897189e-08   0.0000000e+00
   4.0000000e+01  -1.8545472e-08   0.0000000e+00
   4.2000000e+01   1.0570105e-08   0.0000000e+00
   4.4000000e+01  -1.0314238e-07   0.0000000e+00
   4.6000000e+01   3.0176270e-06   0.0000000e+00
   4.8000000e+01   1.9458471e-07   0.0000000e+00
   5.0000000e+01   1.8240608e-07   0.0000000e+00
   5.2000000e+01  -3.5762300e-06   0.0000000e+00
   5.4000000e+01  -4.7449571e-08   0.0000000e+00
   5.6000000e+01  -4.0340160e-08   0.0000000e+00
   5.8000000e+01  -1.1378301e-07   0.0000000e+00
   6.0000000e+01   7.7158186e-09   0.0000000e+00
   6.2000000e+01   3.0803656e-09   0.0000000e+00
   6.4000000e+01   2.3676267e-09   0.0000000e+00
   6.6000000e+01   2.1246179e-09   0.0000000e+00
   6.8000000e+01   1.8902905e-09   0.0000000e+00
   7.0000000e+01   9.0188448e-09   0.0000000e+00
   7.2000000e+01   3.5346350e-09   0.0000000e+00
   7.4000000e+01   3.0168763e-09   0.0000000e+00
   7.6000000e+01   2.8366143e-09   0.0000000e+00
   7.8000000e+01   2.7278693e-09   0.0000000e+00
   8.0000000e+01   2.6237625e-09   0.0000000e+00
   8.2000000e+01   2.4670756e-09   0.0000000e+00
   8.4000000e+01   2.1425087e-09   0.0000000e+00
   8.6000000e+01   1.2989757e-09   0.0000000e+00
   8.8000000e+01  -1.7649636e-09   0.0000000e+00
   9.0000000e+01   1.9252496e-08   0.0000000e+00
   9.2000000e+01   2.4274487e-08   0.0000000e+00
   9.4000000e+01   1.9437014e-08   0.0000000e+00
   9.6000000e+01   2.4235861e-08   0.0000000e+00
   9.8000000e+01   4.2692288e-08   0.0000000e+00
   1.0000000e+02   2.3780363e-07   0.0000000e+00
   1.0200000e+02  -8.6215108e-08   0.0000000e+00
   1.0400000e+02  -5.1302355e-08   0.0000000e+00
   1.0600000e+02  -6.5752353e-08   0.0000000e+00
   1.0800000e+02   2.1049860e-07   0.0000000e+00
   1.1000000e+02   2.3695328e-08   0.0000000e+00
   1.1200000e+02   1.0377371e-08   0.0000000e+00
   1.1400000e+02   6.1175623e-09   0.0000000e+00
   1.1600000e+02   4.2136746e-09   0.0000000e+00
   1.1800000e+02   3.2171700e-09   0.0000000e+00
   1.2000000e+02   2.6472579e-09   0.0000000e+00
   1.2200000e+02   2.3037615e-09   0.0000000e+00
   1.2400000e+02   2.0890392e-09   0.0000000e+00
   1.2600000e+02   1.9473227e-09   0.0000000e+00
   1.2800000e+02   1.8393498e-09   0.0000000e+00
   1.3000000e+02   1.7383547e-09   0.0000000e+00
   1.3200000e+02   1.8384475e-09   0.0000000e+00
   1.3400000e+02  -4.0948076e-09   0.0000000e+00
   1.3600000e+02  -9.0653671e-09   0.0000000e+00
   1.3800000e+02   1.1480726e-07   0.0000000e+00
   1.4000000e+02   3.3116633e-08   0.0000000e+00
   1.4200000e+02   7.0265299e-08   0.0000000e+00
   1.4400000e+02  -8.1063140e-08   0.0000000e+00
   1.4600000e+02  -6.8050218e-08   0.0000000e+00
   1.4800000e+02   4.0186391e-08   0.0000000e+00
   1.5000000e+02   2.3043336e-08   0.0000000e+00
   1.5200000e+02   3.6054355e-08   0.0000000e+00
   1.5400000e+02   2.8945223e-07   0.0000000e+00
   1.5600000e+02  -6.2618925e-08   0.0000000e+00
   1.5800000e+02  -4.2702599e-08   0.0000000e+00
   1.6000000e+02  -7.9454605e-08   0.0000000e+00
   1.6200000e+02   5.7473846e-08   0.0000000e+00
   1.6400000e+02   2.4089818e-08   0.0000000e+00
   1.6600000e+02   3.9979878e-08   0.0000000e+00
   1.6800000e+02  -1.4075029e-07   0.0000000e+00
   1.7000000e+02  -5.8989692e-08   0.0000000e+00
   1.7200000e+02   1.0309518e-07   0.0000000e+00
   1.7400000e+02   1.1221530e-08   0.0000000e+00
   1.7600000e+02   3.5783877e-09   0.0000000e+00
   1.7800000e+02   1.0896886e-09   0.0000000e+00
   1.8000000e+02  -1.0943340e-10   0.0000000e+00
   1.8200000e+02  -8.6199782e-10   0.0000000e+00
   1.8400000e+02  -1.5081917e-09   0.0000000e+00
   1.8600000e+02   5.6150534e-09   0.0000000e+00
   1.8800000e+02  -2.2647285e-09   0.0000000e+00
   1.9000000e+02  -3.6014313e-09   0.0000000e+00
   1.9200000e+02   2.3978573e-08   0.0000000e+00
   1.9400000e+02  -3.2741383e-09   0.0000000e+00
   1.9600000e+02  -1.1109573e-08   0.0000000e+00
   1.9800000e+02   1.1831620e-08   0.0000000e+00
   2.0000000e+02   3.0130737e-09   0.0000000e+00
