  0.5000000E+00  0.0000000E+00  0.0000000E+00
  0.1500000E+01  0.0000000E+00  0.0000000E+00
  0.5500000E+00  0.0000000E+00  0.0000000E+00
  0.6000000E+00  0.0000000E+00  0.0000000E+00
  0.6500000E+00  0.0000000E+00  0.0000000E+00
  0.7000000E+00  0.0000000E+00  0.0000000E+00
  0.7500000E+00  0.0000000E+00  0.0000000E+00
  0.8000000E+00  0.0000000E+00  0.0000000E+00
  0.8500000E+00  0.0000000E+00  0.0000000E+00
  0.9000000E+00  0.0000000E+00  0.0000000E+00
  0.9500000E+00  0.0000000E+00  0.0000000E+00
  0.1000000E+01  0.0000000E+00  0.0000000E+00
  0.1050000E+01  0.0000000E+00  0.0000000E+00
  0.1100000E+01  0.0000000E+00  0.0000000E+00
  0.1150000E+01  0.0000000E+00  0.0000000E+00
  0.1200000E+01  0.0000000E+00  0.0000000E+00
  0.1250000E+01  0.0000000E+00  0.0000000E+00
  0.1300000E+01  0.0000000E+00  0.0000000E+00
  0.1350000E+01  0.0000000E+00  0.0000000E+00
  0.1400000E+01  0.0000000E+00  0.0000000E+00
  0.1450000E+01  0.0000000E+00  0.0000000E+00
  0.0000000E+00 -0.5000000E+00  0.0000000E+00
  0.0000000E+00 -0.1500000E+01  0.0000000E+00
  0.0000000E+00 -0.5500000E+00  0.0000000E+00
  0.0000000E+00 -0.6000000E+00  0.0000000E+00
  0.0000000E+00 -0.6500000E+00  0.0000000E+00
  0.0000000E+00 -0.7000000E+00  0.0000000E+00
  0.0000000E+00 -0.7500000E+00  0.0000000E+00
  0.0000000E+00 -0.8000000E+00  0.0000000E+00
  0.0000000E+00 -0.8500000E+00  0.0000000E+00
  0.0000000E+00 -0.9000000E+00  0.0000000E+00
  0.0000000E+00 -0.9500000E+00  0.0000000E+00
  0.0000000E+00 -0.1000000E+01  0.0000000E+00
  0.0000000E+00 -0.1050000E+01  0.0000000E+00
  0.0000000E+00 -0.1100000E+01  0.0000000E+00
  0.0000000E+00 -0.1150000E+01  0.0000000E+00
  0.0000000E+00 -0.1200000E+01  0.0000000E+00
  0.0000000E+00 -0.1250000E+01  0.0000000E+00
  0.0000000E+00 -0.1300000E+01  0.0000000E+00
  0.0000000E+00 -0.1350000E+01  0.0000000E+00
  0.0000000E+00 -0.1400000E+01  0.0000000E+00
  0.0000000E+00 -0.1450000E+01  0.0000000E+00
  0.4509914E+00 -0.2407637E-02  0.0000000E+00
  0.4024548E+00 -0.9607360E-02  0.0000000E+00
  0.3548577E+00 -0.2152983E-01  0.0000000E+00
  0.3086583E+00 -0.3806023E-01  0.0000000E+00
  0.2643016E+00 -0.5903937E-01  0.0000000E+00
  0.2222149E+00 -0.8426519E-01  0.0000000E+00
  0.1828034E+00 -0.1134948E+00  0.0000000E+00
  0.1464466E+00 -0.1464466E+00  0.0000000E+00
  0.1134948E+00 -0.1828034E+00  0.0000000E+00
  0.8426519E-01 -0.2222149E+00  0.0000000E+00
  0.5903937E-01 -0.2643016E+00  0.0000000E+00
  0.3806023E-01 -0.3086583E+00  0.0000000E+00
  0.2152983E-01 -0.3548577E+00  0.0000000E+00
  0.9607360E-02 -0.4024548E+00  0.0000000E+00
  0.2407637E-02 -0.4509914E+00  0.0000000E+00
  0.5000000E+00  0.0000000E+00 -0.5000000E+00
  0.5000000E+00  0.0000000E+00 -0.5000000E-01
  0.5000000E+00  0.0000000E+00 -0.1000000E+00
  0.5000000E+00  0.0000000E+00 -0.1500000E+00
  0.5000000E+00  0.0000000E+00 -0.2000000E+00
  0.5000000E+00  0.0000000E+00 -0.2500000E+00
  0.5000000E+00  0.0000000E+00 -0.3000000E+00
  0.5000000E+00  0.0000000E+00 -0.3500000E+00
  0.5000000E+00  0.0000000E+00 -0.4000000E+00
  0.5000000E+00  0.0000000E+00 -0.4500000E+00
  0.0000000E+00 -0.5000000E+00 -0.5000000E+00
  0.0000000E+00 -0.5000000E+00 -0.5000000E-01
  0.0000000E+00 -0.5000000E+00 -0.1000000E+00
  0.0000000E+00 -0.5000000E+00 -0.1500000E+00
  0.0000000E+00 -0.5000000E+00 -0.2000000E+00
  0.0000000E+00 -0.5000000E+00 -0.2500000E+00
  0.0000000E+00 -0.5000000E+00 -0.3000000E+00
  0.0000000E+00 -0.5000000E+00 -0.3500000E+00
  0.0000000E+00 -0.5000000E+00 -0.4000000E+00
  0.0000000E+00 -0.5000000E+00 -0.4500000E+00
