1.033247209762659380e-01 7.651642731846570490e-03 6.735267743417047703e-02
-7.743873067028239805e-03 2.314636201917210506e-03 -1.573537497625225601e-03
-8.065478534691417067e-03 4.545040298010800256e-03 -3.101788376948665712e-03
-8.527115335373309027e-03 6.429244915041599541e-03 -4.454293869330258615e-03
-9.059429187096408598e-03 7.948971186434124203e-03 -5.602152749526606579e-03
-9.590800322373287806e-03 9.099147530978473133e-03 -6.521007556473949925e-03
-1.004989411554871488e-02 9.888226533184002118e-03 -7.191468151484538794e-03
-1.036824308594188476e-02 1.033797633482747003e-02 -7.599447809392820621e-03
-1.048274435107533244e-02 1.048274435107672195e-02 -7.736398843438379268e-03
-1.033797633478064117e-02 1.036824308590243542e-02 -7.599447809385009162e-03
-9.888226533088941006e-03 1.004989411547381126e-02 -7.191468151469528232e-03
-9.099147530830638264e-03 9.590800322266633537e-03 -6.521007556452898188e-03
-7.948971186225754423e-03 9.059429186961467928e-03 -5.602152749501659521e-03
-6.429244914766687503e-03 8.527115335215100511e-03 -4.454293869305295077e-03
-4.545040297665827074e-03 8.065478534516022646e-03 -3.101788376926873248e-03
-2.314636201496643713e-03 7.743873066842162090e-03 -1.573537497610436649e-03
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-6.008170672064724362e-03 -3.977694980622855530e-04 8.774624090452757825e-05
-4.609183589886978877e-03 -4.860014589399518623e-04 7.800023223145215255e-05
-3.418742871774313550e-03 -5.094709829015928388e-04 6.825296234173345168e-05
-2.425725546241804496e-03 -4.817149116046759720e-04 5.850458884271677505e-05
-1.619113210572405148e-03 -4.162928548335920057e-04 4.875526935975052462e-05
-9.879575302060399078e-04 -3.267849906694838863e-04 3.900516153350964174e-05
-5.213523924644653234e-04 -2.267885179442593246e-04 2.925442301727237252e-05
-2.084123258969480959e-04 -1.299132465517460885e-04 1.950321147458916203e-05
-3.825679746174221114e-05 -4.977681186972974831e-05 9.751684576922358010e-06
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.977694985053630938e-04 6.008170671893720526e-03 8.774624090629428569e-05
4.860014593185879497e-04 4.609183589740079891e-03 7.800023223312079390e-05
5.094709832127072542e-04 3.418742871650696721e-03 6.825296234290131360e-05
4.817149118498217268e-04 2.425725546140037811e-03 5.850458884370750545e-05
4.162928550176088699e-04 1.619113210495089824e-03 4.875526936038375290e-05
3.267849907974207184e-04 9.879575301517480503e-04 3.900516153419568421e-05
2.267885180224313583e-04 5.213523924311546211e-04 2.925442301763822299e-05
1.299132465910026910e-04 2.084123258807603883e-04 1.950321147485394114e-05
4.977681188296251714e-05 3.825679745751979933e-05 9.751684577007332355e-06
