-7.626973204142353628e-03 -2.312613941622802826e-04 9.749083077352120119e-05
-7.651704593767481855e-03 -1.097619410712040583e-01 7.155152468767053686e-02
-7.629383341546036243e-03 -3.239978432849257867e-03 2.061873907825723107e-03
-7.631670116419384670e-03 -6.701785053944394124e-03 4.321516407493513831e-03
-7.633833491786450563e-03 -1.058129302273749794e-02 6.853364985307974777e-03
-7.635873432666728453e-03 -1.484331635705455309e-02 9.634496460679677771e-03
-7.637789906075337018e-03 -1.945301308377557492e-02 1.264221032662135764e-02
-7.639582881024731265e-03 -2.437604063264871973e-02 1.585413014696371650e-02
-7.641252328523242751e-03 -2.957872360860591340e-02 1.924831302088856125e-02
-7.642798221577016410e-03 -3.502823270050579862e-02 2.280336630547032811e-02
-7.644220535189416403e-03 -4.069277350707679874e-02 2.649857080177757049e-02
-7.645519246362817226e-03 -4.654178409019308488e-02 3.031400962916832795e-02
-7.646694334098372986e-03 -5.254614010181209161e-02 3.423070203594771876e-02
-7.647745779394976573e-03 -5.867836637426541990e-02 3.823074142281350507e-02
-7.648673565251065502e-03 -6.491285391439248487e-02 4.229743688856333478e-02
-7.649477676665565606e-03 -7.122608130043202312e-02 4.641545764564370541e-02
-7.650158100635653241e-03 -7.759683954691139196e-02 5.057097969625737321e-02
-7.650714826160195242e-03 -8.400645957702952693e-02 5.475183420816216728e-02
-7.651147844236802498e-03 -9.043904152442870659e-02 5.894765708300271634e-02
-7.651457147864412084e-03 -9.688168517685315229e-02 6.315003926902451603e-02
-7.651642732041831832e-03 -1.033247209730204230e-01 6.735267743445912114e-02
2.312613946659265339e-04 7.626973203952562737e-03 9.749083077585597636e-05
1.097619410746149687e-01 7.651704593572604754e-03 7.155152468735492821e-02
3.239978433449689898e-03 7.629383341355962592e-03 2.061873907813286874e-03
6.701785054650298210e-03 7.631670116229178312e-03 4.321516407467519000e-03
1.058129302355924860e-02 7.633833491595814862e-03 6.853364985269012020e-03
1.484331635800223079e-02 7.635873432475539374e-03 9.634496460628671696e-03
1.945301308485481231e-02 7.637789905883734208e-03 1.264221032656051742e-02
2.437604063386349801e-02 7.639582880832641865e-03 1.585413014689415409e-02
2.957872360996217920e-02 7.641252328330743089e-03 1.924831302080985684e-02
3.502823270200833283e-02 7.642798221383248665e-03 2.280336630538053189e-02
4.069277350872910204e-02 7.644220534995458706e-03 2.649857080167740062e-02
4.654178409199664912e-02 7.645519246168529931e-03 3.031400962905560215e-02
5.254614010376892907e-02 7.646694333903295525e-03 3.423070203582095905e-02
5.867836637637977720e-02 7.647745779199331857e-03 3.823074142266941894e-02
6.491285391666501425e-02 7.648673565055373082e-03 4.229743688840123528e-02
7.122608130286275929e-02 7.649477676469394402e-03 4.641545764546504277e-02
7.759683954950387375e-02 7.650158100439927861e-03 5.057097969605912902e-02
8.400645957978701561e-02 7.650714825964504556e-03 5.475183420794335620e-02
9.043904152735045276e-02 7.651147844041309570e-03 5.894765708276202693e-02
9.688168517993638040e-02 7.651457147669144671e-03 6.315003926876097684e-02
