1.000000000000000000e+00 -6.788725942099453050e+02 7.411326521882069756e+02 -7.359207178287211946e+02 0.000000000000000000e+00 -1.180729050755319753e-01 -6.755474644877185710e+02 -6.668389610647267318e+02
2.000000000000000000e+00 -6.782056490238003335e+02 1.476274367362822204e+03 -1.451241393409129387e+03 0.000000000000000000e+00 -3.542183660826525027e-01 -6.682185402858834777e+02 -6.423320000190883547e+02
3.000000000000000000e+00 -6.775382701884954031e+02 2.203386953079953400e+03 -2.139934740546885678e+03 0.000000000000000000e+00 -5.903627785026311914e-01 -6.608719078720592961e+02 -6.181658494974967653e+02
4.000000000000000000e+00 -6.768704589233337856e+02 2.922450896300795648e+03 -2.802373581383462806e+03 0.000000000000000000e+00 -8.265054438359047406e-01 -6.535081106009001815e+02 -5.943411246276386919e+02
5.000000000000000000e+00 -6.762022164486610336e+02 3.633447389784647839e+03 -3.438931530086063958e+03 0.000000000000000000e+00 -1.062645663657648898e+00 -6.461278602865974108e+02 -5.708585855082883427e+02
6.000000000000000000e+00 -6.755335439842519918e+02 4.336358511796696803e+03 -4.049983141954373878e+03 0.000000000000000000e+00 -1.298782738390502844e+00 -6.387320296254595178e+02 -5.477191215103314335e+02
7.000000000000000000e+00 -6.748644427495739819e+02 5.031167397632468237e+03 -4.635904045559950646e+03 0.000000000000000000e+00 -1.534915969706787564e+00 -6.313216448135635801e+02 -5.249237359421890687e+02
8.000000000000000000e+00 -6.741949139644449360e+02 5.717858403155465567e+03 -5.197071058296844967e+03 0.000000000000000000e+00 -1.771044658153241969e+00 -6.238978783340933205e+02 -5.024735310736156748e+02
9.000000000000000000e+00 -6.735249588480278362e+02 6.396417260556573638e+03 -5.733862285760296800e+03 0.000000000000000000e+00 -2.007168104342922366e+00 -6.164620419417947232e+02 -4.803696935395558967e+02
1.000000000000000000e+01 -6.728545786200712655e+02 7.066831226524202066e+03 -6.246657205344025897e+03 0.000000000000000000e+00 -2.243285610849026668e+00 -6.090155798182211129e+02 -4.586134800938330613e+02
1.100000000000000000e+01 -6.721837744992958505e+02 7.729089223042726189e+03 -6.735836734459930085e+03 0.000000000000000000e+00 -2.479396478004664228e+00 -6.015600619172806773e+02 -4.372062037359020223e+02
1.200000000000000000e+01 -6.715125477045202160e+02 8.383181971001025886e+03 -7.201783283774483607e+03 0.000000000000000000e+00 -2.715500007180548625e+00 -5.940971774979224165e+02 -4.161492202030879071e+02
1.300000000000000000e+01 -6.708408994544594179e+02 9.029102116824667974e+03 -7.644880795870026304e+03 0.000000000000000000e+00 -2.951595499644746212e+00 -5.866287288282834425e+02 -3.954439148209548875e+02
1.400000000000000000e+01 -6.701688309679315125e+02 9.666844352328214882e+03 -8.065514769720080039e+03 0.000000000000000000e+00 -3.187682257126959851e+00 -5.791566250757972512e+02 -3.750916897278300439e+02
1.500000000000000000e+01 -6.694963434633325505e+02 1.029640552798359749e+04 -8.464072271384244232e+03 0.000000000000000000e+00 -3.423759579335400538e+00 -5.716828763907619759e+02 -3.550939514463340174e+02
1.600000000000000000e+01 -6.688234381590825706e+02 1.091778475980035364e+04 -8.840941931309675056e+03 0.000000000000000000e+00 -3.659826768842727951e+00 -5.642095881466483434e+02 -3.354520988383554254e+02
1.700000000000000000e+01 -6.681501162730550050e+02 1.153098353003095508e+04 -9.196513928652693721e+03 0.000000000000000000e+00 -3.895883126363649751e+00 -5.567389553873722434e+02 -3.161675114035386969e+02
1.800000000000000000e+01 -6.674763790232784686e+02 1.213600578187443534e+04 -9.531179962997375696e+03 0.000000000000000000e+00 -4.131927953636720829e+00 -5.492732574315325564e+02 -2.972415379470267567e+02
1.900000000000000000e+01 -6.668022276276471985e+02 1.273285800840057345e+04 -9.845333213873806017e+03 0.000000000000000000e+00 -4.367960551544846304e+00 -5.418148526731258698e+02 -2.786754856063885200e+02
2.000000000000000000e+01 -6.661276633037180090e+02 1.332154933586340121e+04 -1.013936828847484867e+04 0.000000000000000000e+00 -4.603980221978989817e+00 -5.343661735436882054e+02 -2.604706092361038827e+02
2.100000000000000000e+01 -6.654526872688901449e+02 1.390209160162103581e+04 -1.041368115795136146e+04 0.000000000000000000e+00 -4.839986265954032696e+00 -5.269297216677899769e+02 -2.426281011391512834e+02
2.200000000000000000e+01 -6.647773007408101194e+02 1.447449942684169037e+04 -1.066866908268143015e+04 0.000000000000000000e+00 -5.075977984343368554e+00 -5.195080631805267330e+02 -2.251490811802053429e+02
2.300000000000000000e+01 -6.641015049358574061e+02 1.503879028418922644e+04 -1.090473052690486657e+04 0.000000000000000000e+00 -5.311954679318927397e+00 -5.121038242237697204e+02 -2.080345872228731423e+02
2.400000000000000000e+01 -6.634253010711579464e+02 1.559498456068282212e+04 -1.112226506310659352e+04 0.000000000000000000e+00 -5.547915652175758439e+00 -5.047196866189014486e+02 -1.912855659345138406e+02
2.500000000000000000e+01 -6.627486903639912725e+02 1.614310561591410442e+04 -1.132167326653037890e+04 0.000000000000000000e+00 -5.783860204219508638e+00 -4.973583837055401773e+02 -1.749028639430014493e+02
2.600000000000000000e+01 -6.620716740305595067e+02 1.668317983581251610e+04 -1.150335660021340300e+04 0.000000000000000000e+00 -6.019787637029420324e+00 -4.900226963556809210e+02 -1.588872193283522734e+02
2.700000000000000000e+01 -6.613942532874215203e+02 1.721523668214135978e+04 -1.166771729090802910e+04 0.000000000000000000e+00 -6.255697252020364196e+00 -4.827154491468057245e+02 -1.432392534812391034e+02
2.800000000000000000e+01 -6.607164293508332094e+02 1.773930873791061458e+04 -1.181515819628506688e+04 0.000000000000000000e+00 -6.491588351223859021e+00 -4.754395067133930866e+02 -1.279594632769991591e+02
2.900000000000000000e+01 -6.600382034368604991e+02 1.825543174888290378e+04 -1.194608266378050030e+04 0.000000000000000000e+00 -6.727460236058099952e+00 -4.681977702543464943e+02 -1.130482136195977887e+02
3.000000000000000000e+01 -6.593595767610465828e+02 1.876364466136193005e+04 -1.206089438146091015e+04 0.000000000000000000e+00 -6.963312208520451740e+00 -4.609931742055816812e+02 -9.850573030260305529e+01
3.100000000000000000e+01 -6.586805505393424482e+02 1.926398965642776238e+04 -1.215999722127628775e+04 0.000000000000000000e+00 -7.199143569006963617e+00 -4.538286830743751352e+02 -8.433209320908297002e+01
3.200000000000000000e+01 -6.580011259872240998e+02 1.975651218079985483e+04 -1.224379507506860682e+04 0.000000000000000000e+00 -7.434953620479082481e+00 -4.467072884303423734e+02 -7.052722985512484399e+01
3.300000000000000000e+01 -6.573213043199339154e+02 2.024126097450455563e+04 -1.231269168369389263e+04 0.000000000000000000e+00 -7.670741663903055674e+00 -4.396320060511596921e+02 -5.709090924883499696e+01
3.400000000000000000e+01 -6.566410867528441031e+02 2.071828809550701044e+04 -1.236709045961818993e+04 0.000000000000000000e+00 -7.906507002002115314e+00 -4.326058732255209520e+02 -4.402273608147812922e+01
3.500000000000000000e+01 -6.559604745005303812e+02 2.118764894147911764e+04 -1.240739430334194185e+04 0.000000000000000000e+00 -8.142248935532398590e+00 -4.256319462024144400e+02 -3.132214523646879556e+01
