0.000000000000000000e+00,1.810921606844688725e-01,1.964999999999999767e+06,1.096809113256699830e-01,3.748999998599999584e+06,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.810908502861953151e-01,1.964999999999999767e+06,1.092001679669242914e-01,3.748999998599999584e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.810869191199175610e-01,1.965059720964036416e+06,1.087190415434034912e-01,3.748999998599999584e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,1.810803672712656964e-01,1.965159261373312213e+06,1.082375511218447994e-01,3.748999998599999584e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,1.810711948829648865e-01,1.965298629432512913e+06,1.077557158318014907e-01,3.748999998599999584e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.810594021548456167e-01,1.965477836629959289e+06,1.072735548648679621e-01,3.748999998599999584e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,1.810449893438612345e-01,1.965696897739330539e+06,1.067910874738923349e-01,3.748999998599999584e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,1.810279567641070453e-01,1.965955830821937881e+06,1.063083329721813269e-01,3.748999998599999584e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+00,1.810083047868470130e-01,1.966254657229449134e+06,1.058253107326910664e-01,3.748999998599999584e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+00,1.809860338405422098e-01,1.966593401607157430e+06,1.053420401872112722e-01,3.748999998599999584e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.809611444108861489e-01,1.966972091897718608e+06,1.048585408255351681e-01,3.748999998599999584e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.100000000000000000e+01,1.809336370408435313e-01,1.967390759345410625e+06,1.043748321946220692e-01,3.748999998599999584e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
